IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",114,17,17,"17",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",22329633.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",115,18,18,"18",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",21789719.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",116,19,19,"19",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",21297487
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",92,20,20,"20",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",20811678
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",118,21,21,"21",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",20213906
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",119,22,22,"22",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",19585030.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",120,23,23,"23",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",19097140.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",121,24,24,"24",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",18749277
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",93,25,25,"25",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",18330258
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",122,26,26,"26",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",17905833
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",123,27,27,"27",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",17532261
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",124,28,28,"28",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",17066543.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",125,29,29,"29",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",16619950
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",94,30,30,"30",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",16175888
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",127,31,31,"31",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15751604
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",128,32,32,"32",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15417103.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",129,33,33,"33",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",15071564.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",130,34,34,"34",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14687652.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",95,35,35,"35",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14341628.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",131,36,36,"36",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14062997.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",132,37,37,"37",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13787397.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",133,38,38,"38",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13471851
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",134,39,39,"39",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",13140309.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",96,40,40,"40",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12800040.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",136,41,41,"41",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12447856.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",137,42,42,"42",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",12115908
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",138,43,43,"43",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11823673
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",139,44,44,"44",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11510760.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",97,45,45,"45",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",11164554.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",140,46,46,"46",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10802091.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",141,47,47,"47",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10396246
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",142,48,48,"48",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9949441.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",143,49,49,"49",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9494652
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",98,50,50,"50",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9051499.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",144,51,51,"51",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",8607476.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",145,52,52,"52",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",7819736
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",146,53,53,"53",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",7121907.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",147,54,54,"54",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6849673
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",99,55,55,"55",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6577328
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",148,56,56,"56",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6297868
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",149,57,57,"57",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6035082.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",150,58,58,"58",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5794904
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",151,59,59,"59",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5579330.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",87,60,60,"60",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5386280.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",153,61,61,"61",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5214487.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",154,62,62,"62",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",5062392
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",155,63,63,"63",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4887429.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",156,64,64,"64",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4656149.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",100,65,65,"65",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4394883.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",157,66,66,"66",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",4148421.0000000005
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",158,67,67,"67",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3914292.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",159,68,68,"68",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3672268
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",160,69,69,"69",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3429939.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",101,70,70,"70",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",3189485
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",162,71,71,"71",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2951176.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",163,72,72,"72",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2717406.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",164,73,73,"73",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2490161
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",165,74,74,"74",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2270090
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",102,75,75,"75",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",2057726.9999999998
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",166,76,76,"76",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1853200.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",167,77,77,"77",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1656687.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",168,78,78,"78",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1471047
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",169,79,79,"79",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1298195
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",88,80,80,"80",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",1136649.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",171,81,81,"81",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",985348.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",172,82,82,"82",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",845838
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",173,83,83,"83",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",718089.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",174,84,84,"84",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",601535.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",103,85,85,"85",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",497523.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",175,86,86,"86",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",406609
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",176,87,87,"87",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",327797.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",177,88,88,"88",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",261152.49999999997
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",178,89,89,"89",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",206205.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",104,90,90,"90",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",160666.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",180,91,91,"91",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",122935.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",181,92,92,"92",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",92478.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",182,93,93,"93",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",67829.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",183,94,94,"94",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",47941
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",105,95,95,"95",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32854.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",184,96,96,"96",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",22071.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",185,97,97,"97",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",14457.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",186,98,98,"98",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9336
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",187,99,99,"99",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",6049.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",52,"2001",4,"Median",3,"Both sexes",59,100,null,"100+",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9770
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",53,"2002",4,"Median",3,"Both sexes",42,0,1,"0",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",27843244.5
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",53,"2002",4,"Median",3,"Both sexes",89,1,1,"1",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",27110969
47,"Population by 1-year age groups and sex","Annual population by 1-year age groups and by sex","World Population Prospects",2024,"United Nations Population Division",356,"India","IN","IND",53,"2002",4,"Median",3,"Both sexes",117,2,2,"2",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",26579253
